"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L9ZNEKFI","conferencePaper","2017","Osagie, Edobor; Waqar, Mohammad; Adebayo, Samuel; Stasiewicz, Arkadiusz; Porwol, Lukasz; Ojo, Adegboyega","Usability Evaluation of an Open Data Platform","Proceedings of the 18th Annual International Conference on Digital Government Research","978-1-4503-5317-5","","10.1145/3085228.3085315","https://doi.org/10.1145/3085228.3085315","1 Despite the rapid proliferation of open data platforms, the accessibility and ease of use of data portals is low. This factor prevents citizens and civil society organizations from exploiting open data for their goals. The poor usability of current generation of open data platforms could be attributed to the fact that these platforms were not designed for non-technical users. They are typically software products developed ""by programmers for programmers or technical users"". Consequently, while reports about innovative use of open data by software developers and start-ups are common, there are very few reports about successful public use of open data to tackle concrete societal challenges. This paper provides the results and lessons learnt from the usability evaluation of the second alpha release of a next generation open data platform designed explicitly to support non-technical users. A scenario involving a transportation challenge in Dublin City was employed as the context for the evaluation of the platform. Findings provide some empirical basis for identifying important user interface design considerations, patterns for highly usable open data platforms and considerations for open data policy.","2017-06-07","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-16","495–504","","","","","","","dg.o '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/timdavies/Zotero/storage/5H93MPZN/Osagie et al_2017_Usability Evaluation of an Open Data Platform.pdf","","","Open Data; Route-To-PA Platform; Usable Open Data Platform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH3ZIEST","conferencePaper","2015","Oviedo, Edgar; Mazón, Jose Norberto; Zubcoff, Jose Jacobo","Quality and maturity model for open data portals","2015 Latin American Computing Conference (CLEI)","","","10.1109/CLEI.2015.7360011","","Open Government concept is experiencing an upswing. Open Government is based on three concepts (transparency, participation and collaboration) that require accessing data. To provide this access, Open Data Portals are being implemented around the world by every kind of organizations, mainly in the public sector. The aim of an Open Data Portal is exposing data in such a way that reusing is facilitated. Therefore, it is necessary to define a quality and maturity model to evaluate the characteristics of an Open Data Portal, considering different factors that can contribute to reusing potential, such like visualization, usability, granularity, data integration, reputation, relevancy, availability and reutilization. Also, effectively promoting data reusing implies setting specific norms to promote standardization among institutions, ministries and central governments' offices into the same country. This paper presents a formal proposal to evaluate - based in expert criteria - the quality and the maturity of an open data portal.","2015-10","2021-12-08 11:37:38","2021-12-08 11:37:38","","1-7","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/timdavies/Zotero/storage/HCXSMDUP/Oviedo et al_2015_Quality and maturity model for open data portals.pdf; /Users/timdavies/Zotero/storage/AMZ8RWY6/7360011.html","","","Computational modeling; Data models; Government; Law; maturity model; open data; open government; Portals; quality model; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 Latin American Computing Conference (CLEI)","","","","","","","","","","","","","","",""
"WISJ6M6V","journalArticle","2021","Park, Sora; Gil-Garcia, J. Ramon","Open data innovation: Visualizations and process redesign as a way to bridge the transparency-accountability gap","Government Information Quarterly","","0740-624X","10.1016/j.giq.2020.101456","https://www.sciencedirect.com/science/article/pii/S0740624X17303660","Open government data has led to public policy innovation in pursuit of various expected benefits. One of the intended goals of open data innovation to improve transparency and accountability. However, our current understanding of open data innovation and its ability to generate transparency and accountability is limited, particularly with regard to empirical evidence. In this paper, we describe how a state agency redesigned its organizational processes around visualization tools and how such efforts helped bridge the transparency-accountability gap by enhancing the understandability and usability of open government data. We conclude that open data innovation does not stop with the adoption of an open data policy, but rather involves an ongoing cycle of improvements through which the organization responds to its various stakeholders' use of open data, thereby increasing usefulness of those datasets and, subsequently, improving overall accountability.","2021-05-17","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 19:43:36","101456","","","","","Government Information Quarterly","Open data innovation","","","","","","","en","","","","","ScienceDirect","","","","","","","Accountability; Innovation; Open data; Open government; Transparency; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PIVAVXA","journalArticle","2014","Parycek, Peter; Hochtl, Johann; Ginner, Michael","Open Government Data Implementation Evaluation","Journal of theoretical and applied electronic commerce research","","0718-1876","10.4067/S0718-18762014000200007","http://www.scielo.cl/scielo.php?script=sci_abstract&pid=S0718-18762014000200007&lng=en&nrm=iso&tlng=en","","2014-05","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 19:41:58","80-99","","2","9","","","","","","","","","","","","","","","SciELO","","Publisher: Universidad de Talca","","/Users/timdavies/Zotero/storage/RTDU9QE4/Parycek et al_2014_Open Government Data Implementation Evaluation.pdf; /Users/timdavies/Zotero/storage/8KRP83JR/scielo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEHL5KZE","conferencePaper","2018","Pelucchi, Mauro; Psaila, Giuseppe; Toccu, Maurizio","Enhanced Querying of Open Data Portals","Web Information Systems and Technologies","978-3-319-93527-0","","10.1007/978-3-319-93527-0_9","","Open Data portals have become a common service provided by many Public Administrations around the world, where they openly publish many data sets concerning citizens and territories, in order to increase the amount of information made available for people, firms and public administrators. As an effect, Open Data corpora has become so huge that it is impossible to deal with them by hand; as a consequence, it is necessary to develop tools for effectively querying corpora of open data, in order to find the desired data sets.In our previous work [1], we presented a novel technique to query open data corpora. In this paper, we present an evolution of that technique, obtained by refining some steps and by introducing some novelties. We still rely on the blindly querying approach: the user does not have to know in advance the actual structure of possibly thousands of data sets, but formulates the query trying to characterize the items of interests; in fact, a novelty of our approach is that our technique looks for single items within data sets, not for data sets. Then, the technique tries to rewrite the query by exploiting the catalog of the corpus in order to find the most similar and relevant terms.The main enhancement introduced in the technique and presented in this paper is the way the technique looks for similar terms in the catalog, that now is based on a semantic approach: the WordNet dictionary is exploited to get synonyms of terms in the query. Furthermore, a new set of experiments has been performed, in order to prove the effectiveness of the enhanced technique.","2018","2021-12-08 11:37:38","2021-12-08 11:37:38","","179-201","","","","","","","Lecture Notes in Business Information Processing","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","","","","","Majchrzak, Tim A.; Traverso, Paolo; Krempels, Karl-Heinz; Monfort, Valérie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWLRFJ2N","bookSection","2020","Perez, Pascal; Pettit, Christopher; Barns, Sarah; Doig, Jonathan; Ticzon, Carmela","An information management strategy for city data hubs: Open data strategies for large organisations","Open Cities| Open Data","","","","","","2020","2021-12-08 11:37:38","2021-12-08 11:37:38","","289–309","","","","","","An information management strategy for city data hubs","","","","","Springer","","","","","","","Google Scholar","","","","/Users/timdavies/Zotero/storage/SCRAJRD5/978-981-13-6605-5_13.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIC6SL9K","conferencePaper","2018","Pinto, Higor dos Santos; Bernardini, Flavia; Viterbo, José","How cities categorize datasets in their open data portals: an exploratory analysis","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209377","https://doi.org/10.1145/3209281.3209377","Transparency is a key factor in maintaining the trust of societies in their governments. The open data approach can be used to increase the transparency of public administrations. Hence, thousands of open datasets published by governments, organizations and companies, were made available through portals on internet. In recent years, the growth in the number of portals and the amount of information available has increased users' difficulty in obtaining useful information for conducting analyzes or studies. In a majority of portals the datasets are distributed across selected topics or categories. As such, users may take some time to understand the organization of the datasets in each portal they browse, what hinders a comprehensive and effective access to information. In this work, we conducted a study about how the 100 different portals of the most populous cities in the United States categorize their datasets. As a result, we identified the most relevant categories, based on the frequency of occurrence in these portals. Furthermore, we suggest a method that provides a generic categorization of datasets among several urban data portals that could simplify user interaction with these portals.","2018-05-30","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15","1–9","","","","","","How cities categorize datasets in their open data portals","dg.o '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/timdavies/Zotero/storage/HYEB2EF5/Pinto et al_2018_How cities categorize datasets in their open data portals.pdf","","","categories in portals; electronic government; urban open data portals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CGMUW7H","document","2021","Pollock, Rufus","Data Portals","","","","","http://tech.datopian.com/data-portals/","","2021","2021-12-08 11:37:38","2021-12-08 11:37:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZP2KIFDW","thesis","2021","Purwanto, A.","Citizen Engagement with Open Government Data","","","","","http://resolver.tudelft.nl/uuid:60bf122a-6ce7-48b4-b094-986d05c48428","","2021","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-12-03 11:25:16","","","","","","","","","","","","Delft University of Technology","","en","","","","","DOI.org (Datacite)","","DOI: 10.4233/UUID:60BF122A-6CE7-48B4-B094-986D05C48428 DOI: 10.4233/UUID:60BF122A-6CE7-48B4-B094-986D05C48428","","/Users/timdavies/Zotero/storage/JADQS7P6/Purwanto_2021_Citizen Engagement with Open Government Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XYEM6TI","conferencePaper","2019","Purwanto, Arie; Zuiderwijk, Anneke; Janssen, Marijn","Citizens’ Motivations for Engaging in Open Data Hackathons","Electronic Participation","978-3-030-27397-2","","10.1007/978-3-030-27397-2_11","","Engaging citizens in open data hackathons provides opportunities for innovation and the generation of new services and products. This paper aims to explore the motivations of citizens who engage in open agriculture data hackathons. We conducted a case study and analyzed data collected from 161 participants of 11 farming hackathons held between 2016 and 2018 in the Netherlands. We found that participants of open agriculture data hackathons have different roles, including business developer, concept thinker, data analyst, data owner, developer, manager, marketer, problem owner, and student. Our analysis shows that citizens are predominantly motivated to engage in open agricultural data hackathons as part of their work. Furthermore, developers and problem owners are mainly motivated by fun and enjoyment. This indicates that it is important for open data policymakers and hackathon organizers to consider different approaches based on citizens’ roles when organizing open data hackathons. This paper contributes to the literature by providing insight in the motivations of citizens engaging in open agriculture data hackathons in comparison with hackathons in other sectors, and by mapping citizens’ roles to their motivations for engaging in such hackathons.","2019","2021-12-08 11:37:38","2021-12-08 11:37:38","","130-141","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/Users/timdavies/Zotero/storage/256PLXIX/Purwanto et al_2019_Citizens’ Motivations for Engaging in Open Data Hackathons.pdf","","","Agriculture; Citizen engagement; Hackathon; Open data; Open Government Data","Panagiotopoulos, Panos; Edelmann, Noella; Glassey, Olivier; Misuraca, Gianluca; Parycek, Peter; Lampoltshammer, Thomas; Re, Barbara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YPUXGC6","conferencePaper","2020","Purwanto, Arie; Zuiderwijk, Anneke; Janssen, Marijn","Citizens' Trust in Open Government Data: A Quantitative Study about the Effects of Data Quality, System Quality and Service Quality","The 21st Annual International Conference on Digital Government Research","978-1-4503-8791-0","","10.1145/3396956.3396958","https://doi.org/10.1145/3396956.3396958","Previous research assumes that poor quality of Open Government Data (OGD), OGD portals, and the services provided for OGD may result in reduced trust of citizens in OGD. However, studies that empirically test this assumption are scarce. Using the Information Systems (IS) Success Model as a theoretical basis, this study aims to examine the effects of data quality, system quality, and service quality on citizens’ trust in OGD. We used Structural Equation Modeling (SEM) to analyze the 200 responses to our online questionnaire. We found that trust in OGD can be predicted by citizens’ perceptions of OGD system quality and service quality. Furthermore, citizens’ perception of service quality positively influences their perceptions of data and system quality, whereas citizens’ perception of system quality positively influences their perception of data quality. This study is among the first that quantitatively examines the effects of data quality, service quality, and system quality on citizen's trust in OGD. It contributes to the scientific literature by providing an operationalization of elements of the IS Success Model in the context of OGD and by developing and applying a model of factors influencing citizen's trust in OGD. While previous research finds that perceived data quality is the most crucial driver for trust in OGD, our study finds that citizens’ perception of OGD service quality is a more important driver for trust in OGD. With regard to the practical contributions of this study, open data policymakers should be aware that citizens’ perceptions on data quality can be greatly improved when appropriate human services are provided (e.g., designated civil servants offering support or help to data users) in addition to the provision of OGD portal functionalities (e.g., data visualization and comparison tools).","2020-06-15","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25","310–318","","","","","","Citizens&#x2019; Trust in Open Government Data","dg.o '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/timdavies/Zotero/storage/E4TP4KQI/Purwanto et al_2020_Citizens' Trust in Open Government Data.pdf","","","citizen engagement; data quality; Information Systems Success Model; Open Government Data; service quality; Structural Equation Modeling; systems quality; trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8PELQGJ","conferencePaper","2018","Reis, Juan Ribeiro; Viterbo, José; Bernardini, Flavia","A rationale for data governance as an approach to tackle recurrent drawbacks in open data portals","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209354","https://dl.acm.org/doi/10.1145/3209281.3209354","Citizens and developers are gaining broad access to public data sources, made available in open data portals. These machine-readable datasets enable the creation of applications that help the population in several ways, giving them the opportunity to actively participate in governance processes, such as decision taking and policy-making. While the number of open data portals grows over the years, researchers have been able to identify recurrent problems with the data they provide, such as lack of data standards, difficulty in data access and poor understandability. Such issues make difficult the effective use of data. Several works in literature propose different approaches to mitigate these issues, based on novel or well-known data management techniques. However, there is a lack of general frameworks for tackling these problems. On the other hand, data governance has been applied in large companies to manage data problems, ensuring that data meets business needs and become organizational assets. In this paper, firstly, we highlight the main drawbacks pointed out in literature for government open data portals. Eventually, we bring around how data governance can tackle much of the issues identified.","2018-05-30","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 16:59:57","1-9","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","/Users/timdavies/Zotero/storage/JS7NMULI/Reis et al_2018_A rationale for data governance as an approach to tackle recurrent drawbacks in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"WRTQ49YY","journalArticle","2017","Ruijer, Erna; Grimmelikhuijsen, Stephan; Hogan, Michael; Enzerink, Sem; Ojo, Adegboyega; Meijer, Albert","Connecting societal issues, users and data. Scenario-based design of open data platforms","Government Information Quarterly","","0740-624X","10.1016/j.giq.2017.06.003","https://www.sciencedirect.com/science/article/pii/S0740624X17302009","Governments around the world make their data available through platforms but, disappointingly, the use of this data is lagging behind. This problem has been recognized in the literature and to facilitate use of open datasets, scholars have focused on identifying general user requirements for open data platform design. This approach however fails to take into account the variation of open data practices and specific contexts of usage. This study, therefore, argues that next to general requirements: we also need to collect context-specific user requirements for open data platforms. We take different societal issues as the starting point for open data platform design. To illustrate the value of this context-specific approach, we apply scenario-based design methodology in the Province of Groningen in The Netherlands. The results show that different scenarios result partly in similar but also partly in different user requirements, leading to a deeper and richer understanding of user requirements. We conclude that a context-specific approach thereby connecting data, users and societal issues can be used to guide government agencies and designers in efforts to develop open data platforms that actually meet the needs of citizens.","2017-09-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 13:06:57","470-480","","3","34","","Government Information Quarterly","","","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/DZ4T6V8A/Ruijer et al_2017_Connecting societal issues, users and data.pdf","","","Open data platform; Scenario-based design; Societal issues; User requirements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTAA7JVE","journalArticle","2017","Ruijer, Erna; Grimmelikhuijsen, Stephan; Meijer, Albert","Open data for democracy: Developing a theoretical framework for open data use","Government Information Quarterly","","0740624X","10.1016/j.giq.2017.01.001","https://linkinghub.elsevier.com/retrieve/pii/S0740624X17300011","Open data platforms are hoped to foster democratic processes, yet recent empirical research shows that so farthey have failed to do so. We argue that current open data platforms do not take into account the complexity of democratic processes which results in overly simplistic approaches to open data platform design. Democratic processes are multifaceted and open data can be used for various purposes, with diverging roles, rules and tools by citizens and public administrators. This study develops a Democratic Activity Model of Open Data Use, which is illustrated by an exploratory qualitative multiple case study outlining three democratic processes: monitorial, deliberative and participatory. We find that each type of democratic process requires a different approach and open data design. We conclude that a context-sensitive open data design facilitates the transformation of raw data into meaningful information constructed collectively by public administrators and citizens.","2017-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 10:17:56","45-52","","1","34","","Government Information Quarterly","Open data for democracy","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/timdavies/Zotero/storage/CM9KR5EK/Ruijer et al_2017_Open data for democracy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZPF5NX6","journalArticle","2019","Sabri, Nor A. M.; Emran, , Nurul A.; Harum, Norharyati","Government Open Data Portals: A Measurement of Data Veracity Coverage","International Journal of Innovative Technology and Exploring Engineering","","2278-3075","10.35940/ijitee.L2908.1081219","https://www.ijitee.org/wp-content/uploads/papers/v8i12/L29081081219.pdf","Open data initiative has been adopted by many countries worldwide due to the need for establishing agile open government and knowledge-based economy. As a result, we can witness an increasing amount of government open data shared on public government's portals that become sources of rich big data. While this scenario provides data transparency and eases accessibility for public data consumers, the quality aspect, or the veracity property (as commonly coined to big data) of open data is the topic of concerned. Not only poor quality data causes misleading results, the reputation of the government as an open data provider can also be negatively affected. Thus, to understand how the government's portals deal with the veracity aspect of their data, in this paper, we present the results of examining quality criteria imposed by selected government's data portals for their data contributors. In particular, we extract quality criteria from the open data policy of the government's data portals under study. The result shows that out of 108 portals, only 27% of the portals explicitly state their quality criteria in the policy, with varying coverage of quality criteria. The frequency of the identified 15 quality criteria shows the types of quality criteria that receive more (and less) attention by the open data portals based on their relative importance. We conclude with suggestions on the areas of further research and development in the government's open data.","2019-10-10","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 16:48:01","","","12","8","","IJITEE","Government Open Data Portals","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/timdavies/Zotero/storage/8WQDRA8M/Sabri et al_2019_Government Open Data Portals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPD7KH8E","journalArticle","2021","Sadowski, Jathan","‘Anyway, the dashboard is dead’: On trying to build urban informatics:","New Media & Society","","","10.1177/14614448211058455","https://journals.sagepub.com/eprint/2S2IJ9SX9NIC5YH9SDFY/full","How do the idealised promises and purposes of urban informatics compare to the material politics and practices of their implementation? To answer this question,...","2021-11-27","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-12-03 10:18:45","","","","","","","‘Anyway, the dashboard is dead’","","","","","","","en","© The Author(s) 2021","","","Sage UK: London, England","journals.sagepub.com","","Publisher: SAGE PublicationsSage UK: London, England","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS8XH64M","journalArticle","2016","Sáez Martín, Alejandro; Rosario, Arturo Haro De; Pérez, María Del Carmen Caba","An International Analysis of the Quality of Open Government Data Portals","Social Science Computer Review","","0894-4393","10.1177/0894439315585734","https://doi.org/10.1177/0894439315585734","National governments are increasingly aware of the importance of carrying out Open Government Data (OGD) initiatives for the provision of public sector information and for use and reuse without restriction or charge by society. Therefore, the aim of this article is to examine and compare the quality of the OGD portals created by national governments, in terms of three analytical aspects: function, semantics, and content, and to identify the impact of diverse factors on the quality of these portals. The results obtained show there is considerable heterogeneity among OGD portals, reflecting the lack of harmonization and the need for quality standards. In this regard, the quality of the OGD portals examined is only at an intermediate level and is affected by the level of Internet penetration and the economic capacity of each country.","2016-06-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 19:38:36","298-311","","3","34","","Social Science Computer Review","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","/Users/timdavies/Zotero/storage/XEYC6QH5/Sáez Martín et al_2016_An International Analysis of the Quality of Open Government Data Portals.pdf","","","e-government; linked data; metadata; public sector information (PSI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55JGPXMH","journalArticle","2021","Sánchez-Nielsen, Elena; Morales, Alejandro; Mendo, Omar; Chávez-Gutiérrez, Francisco","SuDaMa: Sustainable Open Government Data Management Framework for Long-Term Publishing and Consumption","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3127472","","Sustainable open data management systems are key elements to overcome long-term publishing and consumption challenges on open data platforms. However, most existing solutions have not been envisaged as sustainable approaches to cope with key data attributes such as timeliness, accessibility and usability. In this paper, we present a framework that addresses these challenges and ensures the efficient publication of dynamic data on open data platforms, as well as improving the consumption experience of end-users. The framework describes the architecture of a sustainable system that can operate continuously in an automated way. It involves: 1) introducing an evolvable and scalable ecosystem to guarantee the access to dynamic data when they are made available; 2) tackling governance using an autonomous agent to provide the capacity of dynamically publishing/unpublishing data resources on open data platforms. It ensures easier accessibility and greater efficiency for data developers, facilitating the development of data-enabled products, thus helping developers to seize the opportunities of the data economy; and 3) improving the consumption experience by introducing conversational bots, which enhances the usability of open data. We demonstrate the results and validity of the solution in practice through its implementation, evaluation and exploitation as a practical system in the Parliament of the Canary Islands, Spain. The framework developed can be considered a generic solution to manage open data publishing and consumption challenges in other domains.","2021","2021-12-08 11:37:38","2021-12-08 11:37:38","","151841-151863","","","9","","","SuDaMa","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","/Users/timdavies/Zotero/storage/8E722AUN/Sánchez-Nielsen et al_2021_SuDaMa.pdf; /Users/timdavies/Zotero/storage/ZYLXRLK5/9611269.html","","","dynamic open data; Economics; Ecosystems; Europe; Open data; open data consumption; Open data framework; open data publishing; open data sustainability; Publishing; Technological innovation; Usability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M83FQR5T","journalArticle","2013","Schomm, Fabian; Stahl, Florian; Vossen, Gottfried","Marketplaces for data: an initial survey","ACM SIGMOD Record","","0163-5808","10.1145/2481528.2481532","https://dl.acm.org/doi/10.1145/2481528.2481532","Data is becoming more and more of a commodity, so that it is not surprising that data has reached the status of tradable goods. An increasing number of data providers is recognizing this and is consequently setting up platforms that deserve the term “marketplace” for data. We identify several categories and dimensions of data marketplaces and data vendors and provide a survey of the current situation.","2013-05","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-09 10:57:47","15-26","","1","42","","SIGMOD Rec.","Marketplaces for data","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/timdavies/Zotero/storage/MTDBQ3WB/Schomm et al_2013_Marketplaces for data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBTSCI7D","journalArticle","2021","Seoane, Maximiliano Vila; Hornidge, Anna-Katharina","The Politics of Data Portals in Inter- And Transdisciplinary Research","Journal of Information Systems and Technology Management","","1807-1775","10.4301/S1807-1775202017008","http://www.jistem.tecsi.org/index.php/jistem/article/view/3117","In this paper, we argue that the ongoing processes of datafication and dataism are constraining initiatives to construct open data portals contributing to inter- and transdisciplinary research. The former overvalues quantitative data, whereas the latter reinforces the belief that ‘raw data’ is neutral and apolitical, ignoring how data is processed. Based on the case study of an open data portal being developed at an inter- and transdisciplinary research institute, we argue that datafication and dataism are highly problematic trends, because they marginalize qualitative data employed in critical, constructivist, and other interpretive methods, thereby limiting the possibility of complementing and extending each other. Nonetheless, we also maintain that these trends are not technologically determined but are modifiable, based on the design of data portals. Accordingly, we conclude by offering suggestions for constructing data portals, such as opening up the design process and democratizing standards.","2021-03-12","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 14:46:59","","","0","17","","","","","","","","","","en","Direitos autorais 2020 Journal of Information Systems and Technology Management","","","","www.jistem.tecsi.org","","Number: 0","","/Users/timdavies/Zotero/storage/4MEE8P9N/Seoane_Hornidge_2021_The Politics of Data Portals in Inter- And Transdisciplinary Research.pdf","","","data portal; Datafication; dataism; standards; transdisciplinary research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SH2J2EAM","journalArticle","2021","Šlibar, Barbara; Oreški, Dijana; Begičević Ređep, Nina","Importance of the Open Data Assessment: An Insight Into the (Meta) Data Quality Dimensions","SAGE Open","","2158-2440","10.1177/21582440211023178","https://doi.org/10.1177/21582440211023178","Data are the most important resource of the 21st century. The open data (OD) movement provides publicly available data for the development of a knowledge-based society. As such, the concept of OD is a valuable information technology (IT) tool for economic, social, and human development, which adds value. To further develop these processes on a global scale, users need to manage the quality of OD in their practices. Otherwise, what is the point of using data just for the sake of using it (in science or practice) without thinking about data compliance with norms, standards, and so forth? This article aims to provide an overview of (meta)data quality dimensions, sub-dimensions, and metrics used within OD assessment-related research papers. To achieve this, the authors performed a systematic literature review (SLR) and extracted data from 86 relevant studies dealing with the evaluation of OD. The article endows the progress made so far in OD assessment research. Findings of reviewing the assessment of the OD in the light of existing (meta)data quality dimensions unveil the potential of metadata. Furthermore, the analysis disclosed the need for greater use of quantitative methods in research, and metadata can greatly assist in this.","2021-04-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 20:37:18","21582440211023178","","2","11","","SAGE Open","Importance of the Open Data Assessment","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","/Users/timdavies/Zotero/storage/VHJKZHSC/Šlibar et al_2021_Importance of the Open Data Assessment.pdf","","","(meta)data quality dimensions; open data; open data assessment; science mapping; systematic literature review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
